timestamp,codice_comune_istat,url
2025-05-03 23:34:20,001033,https://www.bosconerocanavese.it
2025-05-03 23:51:21,001080,https://www.comune.chiomonte.to.it
2025-05-03 23:50:47,001123,https://comune.isolabella.to.it
2025-05-03 23:45:58,001136,https://www.comune.lombriasco.to.it
2025-05-03 23:40:47,001137,https://www.comuneloranze.to.it
2025-05-03 23:42:57,001145,https://www.comunemassello.to.it
2025-05-03 23:52:40,001153,https://www.comune.mombelloditorino.to.it
2025-05-03 23:50:49,001252,https://www.comune.sanraffaelecimena.to.it
2025-05-03 23:34:00,001274,https://www.torrecanavese.piemonte.it/
2025-05-03 23:51:49,001275,https://www.comunetorrepellice.to.it
2025-05-03 23:51:33,001294,https://www.comune.verruasavoia.to.it
2025-05-03 23:45:58,001302,https://www.comune.villarbasse.to.it
2025-05-03 23:49:48,002002,https://www.comune.alagnavalsesia.vc.it
2025-05-03 23:51:13,002017,https://www.comuneborgovercelli.it/
2025-05-03 23:54:06,002042,https://www.cigliano.net
2025-05-03 23:48:41,002054,https://www.comune.desana.vc.it
2025-05-03 23:54:07,002057,https://www.comune.fobello.vc.it
2025-05-03 23:51:13,002090,https://www.comune.palazzolovercellese.vc.it
2025-05-03 23:54:05,002131,https://www.comune.sangermanovercellese.vc.it
2025-05-03 23:46:20,002150,https://www.comune.tronzanovercellese.vc.it
2025-05-03 23:49:47,002156,https://www.comune.varallo.vc.it
2025-05-03 23:46:44,003022,https://www.comune.bolzanonovarese.no.it
2025-05-03 23:38:22,003025,https://www.comuneborgoticino.no.it
2025-05-03 23:48:27,003109,https://www.comune.oleggiocastello.no.it
2025-05-03 23:52:37,004006,https://www.comune.argentera.cn.it
2025-05-03 23:50:52,004016,https://www.comune.beinette.cn.it
2025-05-03 23:46:23,004020,https://www.comune.benevello.cn.it
2025-05-03 23:53:01,004021,https://www.comune.bergolo.it
2025-05-03 23:54:04,004024,https://www.comune.borgomale.cn.it
2025-05-03 23:54:12,004043,https://www.comune.carru.cn.it
2025-05-03 23:51:18,004055,https://www.comune.castiglionefalletto.cn.it
2025-05-03 23:45:57,004069,https://www.comune.ciglie.cn.it
2025-05-03 23:46:52,004071,https://www.comune.clavesana.cn.it
2025-05-03 23:38:59,004112,https://www.comunedimacra.cn.it
2025-05-03 23:44:53,004126,https://www.comune.monasterodivasco.cn.it/
2025-05-03 23:34:49,004129,http://www.monchiero.cn.it
2025-05-03 23:26:34,004141,https://www.comune.montezemolo.cn.it
2025-05-03 23:51:14,004149,https://www.comune.neviglie.cn.it
2025-05-03 23:50:36,004152,https://www.comune.novello.cn.it
2025-05-03 23:51:45,004167,https://www.comune.pietraporzio.cn.it
2025-05-03 23:46:59,004173,https://www.comune.pradleves.cn.it
2025-05-03 23:50:12,004175,https://www.comune.priero.cn.it
2025-05-03 23:45:10,004198,https://www.comune.ruffia.cn.it
2025-05-03 23:52:51,004199,https://www.salelanghe.it
2025-05-03 23:32:32,004201,https://www.comunesaliceto.it
2025-05-03 23:32:06,004210,https://www.comunesanmichelemondovi.it
2025-05-03 23:52:52,004216,https://www.comune.scagnello.cn.it
2025-05-03 23:52:42,004227,https://www.comune.torremondovi.cn.it
2025-05-03 23:46:42,004238,https://www.comune.verduno.cn.it
2025-05-03 23:51:35,004248,https://www.comune.vinadio.cn.it
2025-05-03 23:43:17,004249,https://comune.viola.cn
2025-05-03 23:52:01,005006,https://www.comune.azzanodasti.at.it
2025-05-03 23:47:01,005012,https://www.comune.buttigliera.at.it
2025-05-03 23:45:44,005014,https://www.comune.calliano.at.it
2025-05-03 23:49:42,005023,https://www.comune.castagnolemonferrato.at.it
2025-05-03 23:46:19,005026,https://www.comune.castellero.at.it
2025-05-03 23:54:11,005041,https://www.comune.coazzolo.at.it
2025-05-03 23:50:49,005046,https://www.comune.cortanze.at.it
2025-05-03 23:26:59,005048,https://www.comune.cortiglione.at.it
2025-05-03 23:53:57,005057,https://www.comune.grazzanobadoglio.at.it/
2025-05-03 23:47:20,005060,https://www.comune.loazzolo.at.it
2025-05-03 23:45:58,005068,https://www.comunemonastero.at.it
2025-05-03 23:51:34,005072,https://www.comune.montabone.at.it
2025-05-03 23:50:58,005075,https://www.comune.montechiarodasti.at.it
2025-05-03 23:27:52,005082,https://www.comune.passeranomarmorito.it
2025-05-03 23:51:36,005094,https://www.comune.roccaverano.at.it
2025-05-03 23:54:03,005103,https://www.comune.scorzolengo.at.it
2025-05-03 23:47:39,006007,https://www.comune.altavillamonferrato.al.it
2025-05-03 23:50:38,006012,https://www.comune.basaluzzo.al.it
2025-05-03 23:48:11,006013,https://www.comune.bassignana.al.it
2025-05-03 23:49:28,006016,http://www.comuneberzanoditortona.al.it
2025-05-03 23:46:02,006019,https://www.comune.borgoratto.al.it
2025-05-03 23:52:54,006022,https://www.comune.bosio.al.it
2025-05-03 23:49:35,006061,https://www.comune.conzano.al.it
2025-05-03 23:54:09,006065,https://www.comunedenice.it
2025-05-03 23:50:56,006076,https://www.comune.fubinemonferrato.al.it
2025-05-03 23:36:42,006087,https://www.comuneisolasantantonio.al.it
2025-05-03 23:52:13,006104,https://www.comune.montaldo.al.it
2025-05-03 23:27:26,006105,https://www.comune.montecastello.al.it
2025-05-03 23:48:12,006111,https://www.comune.mornese.al.it
2025-05-03 23:33:42,006154,https://www.ssalvatoreinrete.it/
2025-05-03 23:39:00,006156,https://www.santagatafossili.al.it
2025-05-03 23:46:01,006176,https://www.comune.trisobbio.al.it
2025-05-03 23:26:01,006178,https://www.comune.valmacca.it
2025-05-03 23:25:58,008005,https://comune.aurigo.im.it
2025-05-03 23:51:59,008006,https://www.comune.badalucco.im.it
2025-05-03 23:48:28,008026,https://www.comunedianocastello.it
2025-05-03 23:46:40,008029,https://www.dolceacqua.im.it
2025-05-03 23:32:02,008032,https://www.comuneisolabona.it
2025-05-03 23:34:40,008041,https://www.comunepietrabruna.it
2025-05-03 23:46:56,008043,https://www.comune.pigna.im.it
2025-05-03 23:44:15,008044,https://www.comunedipompeiana.net
2025-05-03 23:35:15,008057,https://www.comuneseborga.it
2025-05-03 23:37:40,008058,https://www.comunesoldano.it
2025-05-03 23:48:10,009017,https://www.comunedicalizzano.it
2025-05-03 23:38:22,009029,https://www.comunefinaleligure.it
2025-05-03 23:53:25,009035,https://www.comune.magliolo.sv.it
2025-05-03 23:39:47,009036,https://www.comune.mallare.sv.it
2025-05-03 23:45:42,009040,https://comunemurialdo.it
2025-05-03 23:51:13,009045,https://www.comuneortovero.it
2025-05-03 23:28:45,009046,https://www.comune.osiglia.sv.it
2025-05-03 23:50:49,009047,https://www.comunedipallare.it
2025-05-03 23:48:06,009051,https://www.comune.pontinvrea.sv.it
2025-05-03 23:40:53,009065,https://www.comune.varazze.sv.it
2025-05-03 23:35:46,009069,https://www.comunezuccarello.it
2025-05-03 23:38:00,010002,https://www.comune.avegno.ge.it
2025-05-03 23:51:23,010005,https://www.comune.borzonasca.ge.it/
2025-05-03 23:52:29,010006,https://www.comune.busalla.ge.it
2025-05-03 23:50:19,010014,https://www.comune.ceranesi.ge.it
2025-05-03 23:44:33,010020,https://www.comune.crocefieschi.ge.it
2025-05-03 23:38:47,010021,https://www.comune.davagna.ge.it
2025-05-03 23:51:46,010023,https://www.comune.favaledimalvaro.ge.it
2025-05-03 23:26:43,010024,https://comune.fontanigorda.ge.it
2025-05-03 23:44:20,010031,https://www.comune.lumarzo.genova.it
2025-05-03 23:46:17,010038,https://www.comune.montebruno.ge.it
2025-05-03 23:32:17,010049,https://www.comune.roncoscrivia.ge.it
2025-05-03 23:34:04,010050,https://www.comune.rondanina.ge.it
2025-05-03 23:33:54,010064,https://www.comune.uscio.ge.it
2025-05-03 23:39:54,011008,https://www.comune.calicealcornoviglio.sp.it
2025-05-03 23:45:56,011009,https://www.comune.carro.sp.it
2025-05-03 23:29:33,011028,https://www.comunesestagodano.sp.it
2025-05-03 23:43:20,012089,https://www.comunelonateceppino.com
2025-05-03 23:50:05,012099,https://www.comunemarzio.it
2025-05-03 23:25:39,013046,https://www.comunecarimate.it
2025-05-03 23:27:52,013077,https://www.comune.corrido.co.it
2025-05-03 23:53:17,013085,https://www.comune.cusino.co.it
2025-05-03 23:50:16,013201,https://www.comune.rovellasca.co.it
2025-05-03 23:26:09,015007,https://www.arconate.org
2025-05-03 23:51:55,015014,https://www.basianomasate.mi.it
2025-05-03 23:52:04,015019,https://www.comune.bernateticino.mi.it
2025-05-03 23:40:33,015026,https://www.boffaloraticino.it
2025-05-03 23:26:29,015136,https://www.basianomasate.mi.it/
2025-05-03 23:27:34,015176,https://www.poglianomilanese.org
2025-05-03 23:36:39,015194,https://www.sangiorgiosl.org
2025-05-03 23:34:02,015201,https://www.sanvittoreolona.org
2025-05-03 23:51:48,016025,https://www.comune.berzo-san-fermo.bg.it
2025-05-03 23:39:06,016041,https://www.comune.brumano.bg.it
2025-05-03 23:38:03,016068,https://www.comune.cenatesopra.bg.it
2025-05-03 23:51:16,016071,https://www.comune.cerete.bg.it
2025-05-03 23:43:39,016088,https://www.comune.credaro.bg.it
2025-05-03 23:34:43,016127,https://www.comune.locatello.bg.it
2025-05-03 23:39:32,016134,https://www.comune.mezzoldo.bg
2025-05-03 23:49:27,016162,https://www.comune.pianico.bg.it
2025-05-03 23:29:32,016173,https://comunepradalunga.it
2025-05-03 23:30:37,016208,https://www.comune.strozza.bg.it
2025-05-03 23:26:28,016211,https://www.comune.tavernola-bergamasca.bg.it
